filename,path_1km,path_25m,model_b_max_prob,model_b_passed,model_a_max_prob,model_a_positive_pixels,final_positive,label_1km_positive,label_25m_positive,status
patch_19904_ignition_PWF039_20200817.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19904_ignition_PWF039_20200817.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19904_ignition_PWF039_20200817.npz,0.68811631,1,0.79962933,1,1,True,True,completed
patch_19905_ignition_PWF041_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19905_ignition_PWF041_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19905_ignition_PWF041_20200818.npz,0.83341759,1,0.77478671,1,1,True,True,completed
patch_19906_ignition_CWF120_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19906_ignition_CWF120_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19906_ignition_CWF120_20200818.npz,0.99463999,1,0.94543409,1,1,True,True,completed
patch_19907_ignition_SWF059_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19907_ignition_SWF059_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19907_ignition_SWF059_20200818.npz,0.96203738,1,0.86712724,1,1,True,True,completed
patch_19908_ignition_SWF058_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19908_ignition_SWF058_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19908_ignition_SWF058_20200818.npz,0.96560985,1,0.87473118,1,1,True,True,completed
patch_19909_ignition_EWF045_20200816.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19909_ignition_EWF045_20200816.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19909_ignition_EWF045_20200816.npz,0.95795119,1,0.84633178,1,1,True,True,completed
patch_19923_ignition_SWF047_20200710.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19923_ignition_SWF047_20200710.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19923_ignition_SWF047_20200710.npz,0.48444647,1,0.62490410,1,1,True,True,completed
patch_19924_ignition_EWF040_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19924_ignition_EWF040_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19924_ignition_EWF040_20200808.npz,0.82420397,1,0.83026630,1,1,True,True,completed
patch_19925_ignition_EWF043_20200811.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19925_ignition_EWF043_20200811.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19925_ignition_EWF043_20200811.npz,0.99036604,1,0.83013356,1,1,True,True,completed
patch_19926_ignition_RWF038_20200817.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19926_ignition_RWF038_20200817.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19926_ignition_RWF038_20200817.npz,0.94543147,1,0.88825196,1,1,True,True,completed
patch_19927_ignition_GWF035_20200817.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19927_ignition_GWF035_20200817.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19927_ignition_GWF035_20200817.npz,0.99487549,1,0.84616089,1,1,True,True,completed
patch_19928_ignition_GWF036_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19928_ignition_GWF036_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19928_ignition_GWF036_20200818.npz,0.75002819,1,0.80280483,1,1,True,True,completed
patch_19929_ignition_GWF037_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19929_ignition_GWF037_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19929_ignition_GWF037_20200818.npz,0.91310710,1,0.82399404,1,1,True,True,completed
patch_19930_ignition_SWF054_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19930_ignition_SWF054_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19930_ignition_SWF054_20200818.npz,0.99999988,1,0.99170518,1,1,True,True,completed
patch_19931_ignition_SWF056_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19931_ignition_SWF056_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19931_ignition_SWF056_20200818.npz,0.99999976,1,0.99044597,1,1,True,True,completed
patch_19932_ignition_SWF057_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19932_ignition_SWF057_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19932_ignition_SWF057_20200818.npz,0.99999976,1,0.99010700,1,1,True,True,completed
patch_19933_ignition_GWF038_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19933_ignition_GWF038_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19933_ignition_GWF038_20200818.npz,0.47243613,1,0.62610531,1,1,True,True,completed
patch_19934_ignition_RWF043_20200819.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19934_ignition_RWF043_20200819.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19934_ignition_RWF043_20200819.npz,0.99669665,1,0.94206709,1,1,True,True,completed
patch_19950_ignition_PWF024_20200620.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19950_ignition_PWF024_20200620.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19950_ignition_PWF024_20200620.npz,0.92160136,1,0.73563755,1,1,True,True,completed
patch_19951_ignition_CWF114_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19951_ignition_CWF114_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19951_ignition_CWF114_20200808.npz,1.00000000,1,0.99515307,1,1,True,True,completed
patch_19952_ignition_CWF116_20200815.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19952_ignition_CWF116_20200815.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19952_ignition_CWF116_20200815.npz,0.96901053,1,0.90019065,1,1,True,True,completed
patch_19953_ignition_CWF117_20200816.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19953_ignition_CWF117_20200816.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19953_ignition_CWF117_20200816.npz,0.99309957,1,0.95104879,1,1,True,True,completed
patch_19954_ignition_CWF118_20200816.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19954_ignition_CWF118_20200816.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19954_ignition_CWF118_20200816.npz,0.99335432,1,0.94803208,1,1,True,True,completed
patch_19955_ignition_RWF039_20200817.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19955_ignition_RWF039_20200817.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19955_ignition_RWF039_20200817.npz,0.98047996,1,0.82811421,1,1,True,True,completed
patch_19956_ignition_CWF119_20200817.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19956_ignition_CWF119_20200817.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19956_ignition_CWF119_20200817.npz,0.57421875,1,0.74212670,1,1,True,True,completed
patch_19957_ignition_PWF040_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19957_ignition_PWF040_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19957_ignition_PWF040_20200818.npz,0.81833190,1,0.77110404,1,1,True,True,completed
patch_19958_ignition_PWF042_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19958_ignition_PWF042_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19958_ignition_PWF042_20200818.npz,0.75979543,1,0.73656774,1,1,True,True,completed
patch_19959_ignition_PWF043_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19959_ignition_PWF043_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19959_ignition_PWF043_20200818.npz,0.58362687,1,0.71030766,1,1,True,True,completed
patch_19960_ignition_CWF121_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19960_ignition_CWF121_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19960_ignition_CWF121_20200818.npz,0.99719822,1,0.97192985,1,1,True,True,completed
patch_19961_ignition_CWF122_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19961_ignition_CWF122_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19961_ignition_CWF122_20200818.npz,0.99277794,1,0.93812209,1,1,True,True,completed
patch_19962_ignition_PWF045_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19962_ignition_PWF045_20200818.npz,,0.32514668,0,,,0,True,,blocked_by_model_b
patch_19963_ignition_PWF046_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19963_ignition_PWF046_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19963_ignition_PWF046_20200818.npz,0.94294411,1,0.85720414,1,1,True,True,completed
patch_19984_ignition_CWF096_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19984_ignition_CWF096_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19984_ignition_CWF096_20200808.npz,0.99046236,1,0.93023413,1,1,True,True,completed
patch_19985_ignition_CWF095_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19985_ignition_CWF095_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19985_ignition_CWF095_20200808.npz,0.99076521,1,0.93646979,1,1,True,True,completed
patch_19986_ignition_CWF094_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19986_ignition_CWF094_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19986_ignition_CWF094_20200808.npz,0.96574348,1,0.90235275,1,1,True,True,completed
patch_19987_ignition_CWF093_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19987_ignition_CWF093_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19987_ignition_CWF093_20200808.npz,0.99894822,1,0.97613055,1,1,True,True,completed
patch_19988_ignition_CWF097_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19988_ignition_CWF097_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19988_ignition_CWF097_20200808.npz,0.98765135,1,0.93245310,1,1,True,True,completed
patch_19989_ignition_CWF098_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19989_ignition_CWF098_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19989_ignition_CWF098_20200808.npz,0.95848620,1,0.89221460,1,1,True,True,completed
patch_19990_ignition_CWF099_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19990_ignition_CWF099_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19990_ignition_CWF099_20200808.npz,0.95924729,1,0.87812722,1,1,True,True,completed
patch_19991_ignition_CWF100_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19991_ignition_CWF100_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19991_ignition_CWF100_20200808.npz,0.99249107,1,0.93427193,1,1,True,True,completed
patch_19992_ignition_CWF101_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19992_ignition_CWF101_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19992_ignition_CWF101_20200808.npz,0.99243635,1,0.91341919,1,1,True,True,completed
patch_19993_ignition_CWF102_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19993_ignition_CWF102_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19993_ignition_CWF102_20200808.npz,0.98946649,1,0.93069798,1,1,True,True,completed
patch_19994_ignition_CWF103_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19994_ignition_CWF103_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19994_ignition_CWF103_20200808.npz,0.98929161,1,0.93104339,1,1,True,True,completed
patch_19995_ignition_CWF104_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19995_ignition_CWF104_20200808.npz,,0.11938342,0,,,0,True,,blocked_by_model_b
patch_19996_ignition_CWF105_20200809.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19996_ignition_CWF105_20200809.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19996_ignition_CWF105_20200809.npz,0.94337720,1,0.88102692,1,1,True,True,completed
patch_19997_ignition_CWF106_20200809.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19997_ignition_CWF106_20200809.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19997_ignition_CWF106_20200809.npz,0.99004483,1,0.92759699,1,1,True,True,completed
patch_19998_ignition_CWF107_20200809.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19998_ignition_CWF107_20200809.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19998_ignition_CWF107_20200809.npz,0.82373893,1,0.62615722,1,1,True,True,completed
patch_19999_ignition_LWF092_20200811.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_19999_ignition_LWF092_20200811.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_19999_ignition_LWF092_20200811.npz,0.70624244,1,0.71042997,1,1,True,True,completed
patch_20055_ignition_HWF046_20200808.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20055_ignition_HWF046_20200808.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20055_ignition_HWF046_20200808.npz,0.91524446,1,0.89583617,1,1,True,True,completed
patch_20056_ignition_CWF112_20200815.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20056_ignition_CWF112_20200815.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20056_ignition_CWF112_20200815.npz,0.98806804,1,0.91235751,1,1,True,True,completed
patch_20057_ignition_CWF113_20200815.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20057_ignition_CWF113_20200815.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20057_ignition_CWF113_20200815.npz,0.99056190,1,0.95365137,1,1,True,True,completed
patch_20058_ignition_CWF115_20200815.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20058_ignition_CWF115_20200815.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20058_ignition_CWF115_20200815.npz,0.99053526,1,0.95251739,1,1,True,True,completed
patch_20059_ignition_RWF037_20200816.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20059_ignition_RWF037_20200816.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20059_ignition_RWF037_20200816.npz,0.97340459,1,0.92915761,1,1,True,True,completed
patch_20060_ignition_RWF040_20200817.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20060_ignition_RWF040_20200817.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20060_ignition_RWF040_20200817.npz,0.72349048,1,0.71971619,1,1,True,True,completed
patch_20061_ignition_RWF041_20200817.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20061_ignition_RWF041_20200817.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20061_ignition_RWF041_20200817.npz,0.95748580,1,0.87291938,1,1,True,True,completed
patch_20062_ignition_WWF029_20200817.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20062_ignition_WWF029_20200817.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20062_ignition_WWF029_20200817.npz,0.98160195,1,0.82431614,1,1,True,True,completed
patch_20087_ignition_MWF002_20200307.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20087_ignition_MWF002_20200307.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20087_ignition_MWF002_20200307.npz,0.98156619,1,0.94534844,1,1,True,True,completed
patch_20123_ignition_SWF020_20200515.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20123_ignition_SWF020_20200515.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20123_ignition_SWF020_20200515.npz,0.84901309,1,0.73049593,1,1,True,True,completed
patch_20124_ignition_MWF015_20200629.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20124_ignition_MWF015_20200629.npz,,0.29553959,0,,,0,True,,blocked_by_model_b
patch_20125_ignition_EWF003_20200422.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20125_ignition_EWF003_20200422.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20125_ignition_EWF003_20200422.npz,0.92987984,1,0.76847357,1,1,True,True,completed
patch_20126_ignition_EWF004_20200423.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20126_ignition_EWF004_20200423.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20126_ignition_EWF004_20200423.npz,0.91263616,1,0.77485687,1,1,True,True,completed
patch_20127_ignition_SWF004_20200424.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20127_ignition_SWF004_20200424.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20127_ignition_SWF004_20200424.npz,0.99995935,1,0.87946159,1,1,True,True,completed
patch_20128_ignition_HWF003_20200428.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20128_ignition_HWF003_20200428.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20128_ignition_HWF003_20200428.npz,0.89376670,1,0.77477032,1,1,True,True,completed
patch_20129_ignition_LWF024_20200502.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20129_ignition_LWF024_20200502.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20129_ignition_LWF024_20200502.npz,0.99839455,1,0.92429262,1,1,True,True,completed
patch_20130_ignition_HWF004_20200503.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20130_ignition_HWF004_20200503.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20130_ignition_HWF004_20200503.npz,0.97972357,1,0.91929138,1,1,True,True,completed
patch_20131_ignition_LWF025_20200502.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20131_ignition_LWF025_20200502.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20131_ignition_LWF025_20200502.npz,0.99750084,1,0.93621343,1,1,True,True,completed
patch_20132_ignition_GWF012_20200514.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20132_ignition_GWF012_20200514.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20132_ignition_GWF012_20200514.npz,0.99819499,1,0.91082883,1,1,True,True,completed
patch_20133_ignition_CWF012_20200516.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20133_ignition_CWF012_20200516.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20133_ignition_CWF012_20200516.npz,0.75404978,1,0.73969936,1,1,True,True,completed
patch_20134_ignition_CWF013_20200516.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20134_ignition_CWF013_20200516.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20134_ignition_CWF013_20200516.npz,0.80934823,1,0.55202001,1,1,True,True,completed
patch_20135_ignition_HWF014_20200518.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20135_ignition_HWF014_20200518.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20135_ignition_HWF014_20200518.npz,0.98828119,1,0.92463911,1,1,True,True,completed
patch_20185_ignition_CWF006_20200502.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20185_ignition_CWF006_20200502.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20185_ignition_CWF006_20200502.npz,0.94915444,1,0.84480584,1,1,True,True,completed
patch_20186_ignition_HWF012_20200513.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20186_ignition_HWF012_20200513.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20186_ignition_HWF012_20200513.npz,0.41978315,1,0.69224709,1,1,True,True,completed
patch_20187_ignition_SWF021_20200516.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20187_ignition_SWF021_20200516.npz,,0.25560704,0,,,0,True,,blocked_by_model_b
patch_20188_ignition_LWF068_20200517.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20188_ignition_LWF068_20200517.npz,,0.35280630,0,,,0,True,,blocked_by_model_b
patch_20189_ignition_SWF023_20200520.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20189_ignition_SWF023_20200520.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20189_ignition_SWF023_20200520.npz,0.98848212,1,0.93848425,1,1,True,True,completed
patch_20190_ignition_CWF030_20200523.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20190_ignition_CWF030_20200523.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20190_ignition_CWF030_20200523.npz,0.61218810,1,0.81075710,1,1,True,True,completed
patch_20191_ignition_SWF024_20200524.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20191_ignition_SWF024_20200524.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20191_ignition_SWF024_20200524.npz,0.99981678,1,0.94543380,1,1,True,True,completed
patch_20192_ignition_PWF019_20200524.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20192_ignition_PWF019_20200524.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20192_ignition_PWF019_20200524.npz,0.88614303,1,0.73715895,1,1,True,True,completed
patch_20193_ignition_GWF017_20200528.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20193_ignition_GWF017_20200528.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20193_ignition_GWF017_20200528.npz,0.94951016,1,0.84379226,1,1,True,True,completed
patch_20194_ignition_GWF020_20200610.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20194_ignition_GWF020_20200610.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20194_ignition_GWF020_20200610.npz,0.93416244,1,0.85547131,1,1,True,True,completed
patch_20220_ignition_RWF001_20200420.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20220_ignition_RWF001_20200420.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20220_ignition_RWF001_20200420.npz,0.99986470,1,0.92075950,1,1,True,True,completed
patch_20221_ignition_SWF037_20200613.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20221_ignition_SWF037_20200613.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20221_ignition_SWF037_20200613.npz,0.98739678,1,0.90243840,1,1,True,True,completed
patch_20222_ignition_WWF019_20200619.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20222_ignition_WWF019_20200619.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20222_ignition_WWF019_20200619.npz,0.78619045,1,0.81751138,1,1,True,True,completed
patch_20223_ignition_SWF039_20200620.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20223_ignition_SWF039_20200620.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20223_ignition_SWF039_20200620.npz,0.99999547,1,0.98711675,1,1,True,True,completed
patch_20224_ignition_GWF024_20200620.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20224_ignition_GWF024_20200620.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20224_ignition_GWF024_20200620.npz,0.70695025,1,0.76996511,1,1,True,True,completed
patch_20225_ignition_WWF021_20200623.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20225_ignition_WWF021_20200623.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20225_ignition_WWF021_20200623.npz,0.77538788,1,0.70153832,1,1,True,True,completed
patch_20226_ignition_SWF042_20200627.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20226_ignition_SWF042_20200627.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20226_ignition_SWF042_20200627.npz,0.43467164,1,0.61276293,1,1,True,True,completed
patch_20227_ignition_SWF041_20200627.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20227_ignition_SWF041_20200627.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20227_ignition_SWF041_20200627.npz,0.99090391,1,0.86626726,1,1,True,True,completed
patch_20272_ignition_EWF011_20200507.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20272_ignition_EWF011_20200507.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20272_ignition_EWF011_20200507.npz,0.84394896,1,0.81844676,1,1,True,True,completed
patch_20273_ignition_MWF013_20200625.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20273_ignition_MWF013_20200625.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20273_ignition_MWF013_20200625.npz,0.88358212,1,0.81413084,1,1,True,True,completed
patch_20274_ignition_SWF044_20200702.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20274_ignition_SWF044_20200702.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20274_ignition_SWF044_20200702.npz,0.45070344,1,0.66334081,1,1,True,True,completed
patch_20275_ignition_SWF045_20200704.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20275_ignition_SWF045_20200704.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20275_ignition_SWF045_20200704.npz,0.94092381,1,0.83102483,1,1,True,True,completed
patch_20276_ignition_CWF055_20200705.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20276_ignition_CWF055_20200705.npz,,0.03650112,0,,,0,True,,blocked_by_model_b
patch_20277_ignition_RWF031_20200705.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20277_ignition_RWF031_20200705.npz,,0.01409572,0,,,0,True,,blocked_by_model_b
patch_20278_ignition_CWF056_20200706.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20278_ignition_CWF056_20200706.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20278_ignition_CWF056_20200706.npz,0.99606645,1,0.85726827,1,1,True,True,completed
patch_20324_ignition_LWF057_20200513.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20324_ignition_LWF057_20200513.npz,,0.24379873,0,,,0,True,,blocked_by_model_b
patch_20325_ignition_LWF058_20200513.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20325_ignition_LWF058_20200513.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20325_ignition_LWF058_20200513.npz,0.51052499,1,0.79399759,1,1,True,True,completed
patch_20326_ignition_LWF059_20200513.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20326_ignition_LWF059_20200513.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20326_ignition_LWF059_20200513.npz,0.92258286,1,0.84072471,1,1,True,True,completed
